Gb:maj/5,1   6  10   1
G#:maj/5,3  8  0  3
A:maj/5,4  9  1  4
Ab:maj/5,3  8  0  3
A#:maj/5,5  10   2   5
B:maj/5,6  11   3   6
Bb:maj/5,5  10   2   5
B#:maj/5,7  0  4  7
C:maj/6,9  0  4  7
Cb:maj/6,8  11   3   6
C#:maj/6,10   1   5   8
D:maj/6,11   2   6   9
Db:maj/6,10   1   5   8
D#:maj/6,0   3   7  10
E:maj/6,1   4   8  11
Eb:maj/6,0   3   7  10
E#:maj/6,2  5  9  0
F:maj/6,2  5  9  0
Fb:maj/6,1   4   8  11
F#:maj/6,3   6  10   1
G:maj/6,4   7  11   2
Gb:maj/6,3   6  10   1
G#:maj/6,5  8  0  3
A:maj/6,6  9  1  4
Ab:maj/6,5  8  0  3
A#:maj/6,7  10   2   5
B:maj/6,8  11   3   6
Bb:maj/6,7  10   2   5
B#:maj/6,9  0  4  7
C:maj/7,11   0   4   7
Cb:maj/7,10  11   3   6
C#:maj/7,0  1  5  8
D:maj/7,1  2  6  9
Db:maj/7,0  1  5  8
D#:maj/7,2   3   7  10
E:maj/7,3   4   8  11
Eb:maj/7,2   3   7  10
E#:maj/7,4  5  9  0
F:maj/7,4  5  9  0
Fb:maj/7,3   4   8  11
F#:maj/7,5   6  10   1
G:maj/7,6   7  11   2
Gb:maj/7,5   6  10   1
G#:maj/7,7  8  0  3
A:maj/7,8  9  1  4
Ab:maj/7,7  8  0  3
A#:maj/7,9  10   2   5
B:maj/7,10  11   3   6
Bb:maj/7,9  10   2   5
B#:maj/7,11   0   4   7
C:min,0  3  7
Cb:min,11   2   6
C#:min,1  4  8
D:min,2  5  9
Db:min,1  4  8
D#:min,3   6  10
E:min,4   7  11
Eb:min,3   6  10
E#:min,5  8  0
F:min,5  8  0
Fb:min,4   7  11
F#:min,6  9  1
G:min,7  10   2
Gb:min,6  9  1
G#:min,8  11   3
A:min,9  0  4
Ab:min,8  11   3
A#:min,10   1   5
B:min,11   2   6
Bb:min,10   1   5
B#:min,0  3  7
C:min/2,2  0  3  7
Cb:min/2,1  11   2   6
C#:min/2,3  1  4  8
D:min/2,4  2  5  9
Db:min/2,3  1  4  8
D#:min/2,5   3   6  10
E:min/2,6   4   7  11
Eb:min/2,5   3   6  10
E#:min/2,7  5  8  0
F:min/2,7  5  8  0
Fb:min/2,6   4   7  11
F#:min/2,8  6  9  1
G:min/2,9   7  10   2
Gb:min/2,8  6  9  1
G#:min/2,10   8  11   3
A:min/2,11   9   0   4
Ab:min/2,10   8  11   3
A#:min/2,0  10   1   5
B:min/2,1  11   2   6
Bb:min/2,0  10   1   5
B#:min/2,2  0  3  7
C:min/3,4  0  3  7
Cb:min/3,3  11   2   6
C#:min/3,5  1  4  8
D:min/3,6  2  5  9
Db:min/3,5  1  4  8
D#:min/3,7   3   6  10
E:min/3,8   4   7  11
Eb:min/3,7   3   6  10
E#:min/3,9  5  8  0
F:min/3,9  5  8  0
Fb:min/3,8   4   7  11
F#:min/3,10   6   9   1
G:min/3,11   7  10   2
Gb:min/3,10   6   9   1
G#:min/3,0   8  11   3
A:min/3,1  9  0  4
Ab:min/3,0   8  11   3
A#:min/3,2  10   1   5
B:min/3,3  11   2   6
Bb:min/3,2  10   1   5
B#:min/3,4  0  3  7
C:min/4,5  0  3  7
Cb:min/4,4  11   2   6
C#:min/4,6  1  4  8
D:min/4,7  2  5  9
Db:min/4,6  1  4  8
D#:min/4,8   3   6  10
E:min/4,9   4   7  11
Eb:min/4,8   3   6  10
E#:min/4,10   5   8   0
F:min/4,10   5   8   0
Fb:min/4,9   4   7  11
F#:min/4,11   6   9   1
G:min/4,0   7  10   2
Gb:min/4,11   6   9   1
G#:min/4,1   8  11   3
A:min/4,2  9  0  4
Ab:min/4,1   8  11   3
A#:min/4,3  10   1   5
B:min/4,4  11   2   6
Bb:min/4,3  10   1   5
B#:min/4,5  0  3  7
C:min/5,7  0  3  7
Cb:min/5,6  11   2   6
C#:min/5,8  1  4  8
D:min/5,9  2  5  9
Db:min/5,8  1  4  8
D#:min/5,10   3   6  10
E:min/5,11   4   7  11
Eb:min/5,10   3   6  10
E#:min/5,0  5  8  0
F:min/5,0  5  8  0
Fb:min/5,11   4   7  11
F#:min/5,1  6  9  1
G:min/5,2   7  10   2
Gb:min/5,1  6  9  1
G#:min/5,3   8  11   3
A:min/5,4  9  0  4
Ab:min/5,3   8  11   3
A#:min/5,5  10   1   5
B:min/5,6  11   2   6
Bb:min/5,5  10   1   5
B#:min/5,7  0  3  7
C:min/6,9  0  3  7
Cb:min/6,8  11   2   6
C#:min/6,10   1   4   8
D:min/6,11   2   5   9
Db:min/6,10   1   4   8
D#:min/6,0   3   6  10
E:min/6,1   4   7  11
Eb:min/6,0   3   6  10
E#:min/6,2  5  8  0
F:min/6,2  5  8  0
Fb:min/6,1   4   7  11
F#:min/6,3  6  9  1
G:min/6,4   7  10   2
Gb:min/6,3  6  9  1
G#:min/6,5   8  11   3
A:min/6,6  9  0  4
Ab:min/6,5   8  11   3
A#:min/6,7  10   1   5
B:min/6,8  11   2   6
Bb:min/6,7  10   1   5
B#:min/6,9  0  3  7
C:min/7,11   0   3   7
Cb:min/7,10  11   2   6
C#:min/7,0  1  4  8
D:min/7,1  2  5  9
Db:min/7,0  1  4  8
D#:min/7,2   3   6  10
E:min/7,3   4   7  11
Eb:min/7,2   3   6  10
E#:min/7,4  5  8  0
F:min/7,4  5  8  0
Fb:min/7,3   4   7  11
F#:min/7,5  6  9  1
G:min/7,6   7  10   2
Gb:min/7,5  6  9  1
G#:min/7,7   8  11   3
A:min/7,8  9  0  4
Ab:min/7,7   8  11   3
A#:min/7,9  10   1   5
B:min/7,10  11   2   6
Bb:min/7,9  10   1   5
B#:min/7,11   0   3   7
C:dim,0  3  6
Cb:dim,11   2   5
C#:dim,1  4  7
D:dim,2  5  8
Db:dim,1  4  7
D#:dim,3  6  9
E:dim,4   7  10
Eb:dim,3  6  9
E#:dim,5   8  11
F:dim,5   8  11
Fb:dim,4   7  10
F#:dim,6  9  0
G:dim,7  10   1
Gb:dim,6  9  0
G#:dim,8  11   2
A:dim,9  0  3
Ab:dim,8  11   2
A#:dim,10   1   4
B:dim,11   2   5
Bb:dim,10   1   4
B#:dim,0  3  6
C:dim/2,2  0  3  6
Cb:dim/2,1  11   2   5
C#:dim/2,3  1  4  7
D:dim/2,4  2  5  8
Db:dim/2,3  1  4  7
D#:dim/2,5  3  6  9
E:dim/2,6   4   7  10
Eb:dim/2,5  3  6  9
E#:dim/2,7   5   8  11
F:dim/2,7   5   8  11
Fb:dim/2,6   4   7  10
F#:dim/2,8  6  9  0
G:dim/2,9   7  10   1
Gb:dim/2,8  6  9  0
G#:dim/2,10   8  11   2
A:dim/2,11   9   0   3
Ab:dim/2,10   8  11   2
A#:dim/2,0  10   1   4
B:dim/2,1  11   2   5
Bb:dim/2,0  10   1   4
B#:dim/2,2  0  3  6
C:dim/3,4  0  3  6
Cb:dim/3,3  11   2   5
C#:dim/3,5  1  4  7
D:dim/3,6  2  5  8
Db:dim/3,5  1  4  7
D#:dim/3,7  3  6  9
E:dim/3,8   4   7  10
Eb:dim/3,7  3  6  9
E#:dim/3,9   5   8  11
F:dim/3,9   5   8  11
Fb:dim/3,8   4   7  10
F#:dim/3,10   6   9   0
G:dim/3,11   7  10   1
Gb:dim/3,10   6   9   0
G#:dim/3,0   8  11   2
A:dim/3,1  9  0  3
Ab:dim/3,0   8  11   2
A#:dim/3,2  10   1   4
B:dim/3,3  11   2   5
Bb:dim/3,2  10   1   4
B#:dim/3,4  0  3  6
C:dim/4,5  0  3  6
Cb:dim/4,4  11   2   5
C#:dim/4,6  1  4  7
D:dim/4,7  2  5  8
Db:dim/4,6  1  4  7
D#:dim/4,8  3  6  9
E:dim/4,9   4   7  10
Eb:dim/4,8  3  6  9
E#:dim/4,10   5   8  11
F:dim/4,10   5   8  11
Fb:dim/4,9   4   7  10
F#:dim/4,11   6   9   0
G:dim/4,0   7  10   1
Gb:dim/4,11   6   9   0
G#:dim/4,1   8  11   2
A:dim/4,2  9  0  3
Ab:dim/4,1   8  11   2
A#:dim/4,3  10   1   4
B:dim/4,4  11   2   5
Bb:dim/4,3  10   1   4
B#:dim/4,5  0  3  6
C:dim/5,7  0  3  6
Cb:dim/5,6  11   2   5
C#:dim/5,8  1  4  7
D:dim/5,9  2  5  8
Db:dim/5,8  1  4  7
D#:dim/5,10   3   6   9
E:dim/5,11   4   7  10
Eb:dim/5,10   3   6   9
E#:dim/5,0   5   8  11
F:dim/5,0   5   8  11
Fb:dim/5,11   4   7  10
F#:dim/5,1  6  9  0
G:dim/5,2   7  10   1
Gb:dim/5,1  6  9  0
G#:dim/5,3   8  11   2
A:dim/5,4  9  0  3
Ab:dim/5,3   8  11   2
A#:dim/5,5  10   1   4
B:dim/5,6  11   2   5
Bb:dim/5,5  10   1   4
B#:dim/5,7  0  3  6
C:dim/6,9  0  3  6
Cb:dim/6,8  11   2   5
C#:dim/6,10   1   4   7
D:dim/6,11   2   5   8
Db:dim/6,10   1   4   7
D#:dim/6,0  3  6  9
E:dim/6,1   4   7  10
Eb:dim/6,0  3  6  9
E#:dim/6,2   5   8  11
F:dim/6,2   5   8  11
Fb:dim/6,1   4   7  10
F#:dim/6,3  6  9  0
G:dim/6,4   7  10   1
Gb:dim/6,3  6  9  0
G#:dim/6,5   8  11   2
A:dim/6,6  9  0  3
Ab:dim/6,5   8  11   2
A#:dim/6,7  10   1   4
B:dim/6,8  11   2   5
Bb:dim/6,7  10   1   4
B#:dim/6,9  0  3  6
C:dim/7,11   0   3   6
Cb:dim/7,10  11   2   5
C#:dim/7,0  1  4  7
D:dim/7,1  2  5  8
Db:dim/7,0  1  4  7
D#:dim/7,2  3  6  9
E:dim/7,3   4   7  10
Eb:dim/7,2  3  6  9
E#:dim/7,4   5   8  11
F:dim/7,4   5   8  11
Fb:dim/7,3   4   7  10
F#:dim/7,5  6  9  0
G:dim/7,6   7  10   1
Gb:dim/7,5  6  9  0
G#:dim/7,7   8  11   2
A:dim/7,8  9  0  3
Ab:dim/7,7   8  11   2
A#:dim/7,9  10   1   4
B:dim/7,10  11   2   5
Bb:dim/7,9  10   1   4
B#:dim/7,11   0   3   6
C:aug,0  4  8
Cb:aug,11   3   7
C#:aug,1  5  9
D:aug,2   6  10
Db:aug,1  5  9
D#:aug,3   7  11
E:aug,4  8  0
Eb:aug,3   7  11
E#:aug,5  9  1
F:aug,5  9  1
Fb:aug,4  8  0
F#:aug,6  10   2
G:aug,7  11   3
Gb:aug,6  10   2
G#:aug,8  0  4
A:aug,9  1  5
Ab:aug,8  0  4
A#:aug,10   2   6
B:aug,11   3   7
Bb:aug,10   2   6
B#:aug,0  4  8
C:aug/2,2  0  4  8
Cb:aug/2,1  11   3   7
C#:aug/2,3  1  5  9
D:aug/2,4   2   6  10
Db:aug/2,3  1  5  9
D#:aug/2,5   3   7  11
E:aug/2,6  4  8  0
Eb:aug/2,5   3   7  11
E#:aug/2,7  5  9  1
F:aug/2,7  5  9  1
Fb:aug/2,6  4  8  0
F#:aug/2,8   6  10   2
G:aug/2,9   7  11   3
Gb:aug/2,8   6  10   2
G#:aug/2,10   8   0   4
A:aug/2,11   9   1   5
Ab:aug/2,10   8   0   4
A#:aug/2,0  10   2   6
B:aug/2,1  11   3   7
Bb:aug/2,0  10   2   6
B#:aug/2,2  0  4  8
C:aug/3,4  0  4  8
Cb:aug/3,3  11   3   7
C#:aug/3,5  1  5  9
D:aug/3,6   2   6  10
Db:aug/3,5  1  5  9
D#:aug/3,7   3   7  11
E:aug/3,8  4  8  0
Eb:aug/3,7   3   7  11
E#:aug/3,9  5  9  1
F:aug/3,9  5  9  1
Fb:aug/3,8  4  8  0
F#:aug/3,10   6  10   2
G:aug/3,11   7  11   3
Gb:aug/3,10   6  10   2
G#:aug/3,0  8  0  4
A:aug/3,1  9  1  5
Ab:aug/3,0  8  0  4
A#:aug/3,2  10   2   6
B:aug/3,3  11   3   7
Bb:aug/3,2  10   2   6
B#:aug/3,4  0  4  8
C:aug/4,5  0  4  8
Cb:aug/4,4  11   3   7
C#:aug/4,6  1  5  9
D:aug/4,7   2   6  10
Db:aug/4,6  1  5  9
D#:aug/4,8   3   7  11
E:aug/4,9  4  8  0
Eb:aug/4,8   3   7  11
E#:aug/4,10   5   9   1
F:aug/4,10   5   9   1
Fb:aug/4,9  4  8  0
F#:aug/4,11   6  10   2
G:aug/4,0   7  11   3
Gb:aug/4,11   6  10   2
G#:aug/4,1  8  0  4
A:aug/4,2  9  1  5
Ab:aug/4,1  8  0  4
A#:aug/4,3  10   2   6
B:aug/4,4  11   3   7
Bb:aug/4,3  10   2   6
B#:aug/4,5  0  4  8
C:aug/5,7  0  4  8
Cb:aug/5,6  11   3   7
C#:aug/5,8  1  5  9
D:aug/5,9   2   6  10
Db:aug/5,8  1  5  9
D#:aug/5,10   3   7  11
E:aug/5,11   4   8   0
Eb:aug/5,10   3   7  11
E#:aug/5,0  5  9  1
F:aug/5,0  5  9  1
Fb:aug/5,11   4   8   0
F#:aug/5,1   6  10   2
G:aug/5,2   7  11   3
Gb:aug/5,1   6  10   2
G#:aug/5,3  8  0  4
A:aug/5,4  9  1  5
Ab:aug/5,3  8  0  4
A#:aug/5,5  10   2   6
B:aug/5,6  11   3   7
Bb:aug/5,5  10   2   6
B#:aug/5,7  0  4  8
C:aug/6,9  0  4  8
Cb:aug/6,8  11   3   7
C#:aug/6,10   1   5   9
D:aug/6,11   2   6  10
Db:aug/6,10   1   5   9
D#:aug/6,0   3   7  11
E:aug/6,1  4  8  0
Eb:aug/6,0   3   7  11
E#:aug/6,2  5  9  1
F:aug/6,2  5  9  1
Fb:aug/6,1  4  8  0
F#:aug/6,3   6  10   2
G:aug/6,4   7  11   3
Gb:aug/6,3   6  10   2
G#:aug/6,5  8  0  4
A:aug/6,6  9  1  5
Ab:aug/6,5  8  0  4
A#:aug/6,7  10   2   6
B:aug/6,8  11   3   7
Bb:aug/6,7  10   2   6
B#:aug/6,9  0  4  8
C:aug/7,11   0   4   8
Cb:aug/7,10  11   3   7
C#:aug/7,0  1  5  9
D:aug/7,1   2   6  10
Db:aug/7,0  1  5  9
D#:aug/7,2   3   7  11
E:aug/7,3  4  8  0
Eb:aug/7,2   3   7  11
E#:aug/7,4  5  9  1
F:aug/7,4  5  9  1
Fb:aug/7,3  4  8  0
F#:aug/7,5   6  10   2
G:aug/7,6   7  11   3
Gb:aug/7,5   6  10   2
G#:aug/7,7  8  0  4
A:aug/7,8  9  1  5
Ab:aug/7,7  8  0  4
A#:aug/7,9  10   2   6
B:aug/7,10  11   3   7
Bb:aug/7,9  10   2   6
B#:aug/7,11   0   4   8
C:sus4,0  5  7
Cb:sus4,11   4   6
C#:sus4,1  6  8
D:sus4,2  7  9
Db:sus4,1  6  8
D#:sus4,3   8  10
E:sus4,4   9  11
Eb:sus4,3   8  10
E#:sus4,5  10   0
F:sus4,5  10   0
Fb:sus4,4   9  11
F#:sus4,6  11   1
G:sus4,7  0  2
Gb:sus4,6  11   1
G#:sus4,8  1  3
A:sus4,9  2  4
Ab:sus4,8  1  3
A#:sus4,10   3   5
B:sus4,11   4   6
Bb:sus4,10   3   5
B#:sus4,0  5  7
C:sus4/2,2  0  5  7
Cb:sus4/2,1  11   4   6
C#:sus4/2,3  1  6  8
D:sus4/2,4  2  7  9
Db:sus4/2,3  1  6  8
D#:sus4/2,5   3   8  10
E:sus4/2,6   4   9  11
Eb:sus4/2,5   3   8  10
E#:sus4/2,7   5  10   0
F:sus4/2,7   5  10   0
Fb:sus4/2,6   4   9  11
F#:sus4/2,8   6  11   1
G:sus4/2,9  7  0  2
Gb:sus4/2,8   6  11   1
G#:sus4/2,10   8   1   3
A:sus4/2,11   9   2   4
Ab:sus4/2,10   8   1   3
A#:sus4/2,0  10   3   5
B:sus4/2,1  11   4   6
Bb:sus4/2,0  10   3   5
B#:sus4/2,2  0  5  7
C:sus4/3,4  0  5  7
Cb:sus4/3,3  11   4   6
C#:sus4/3,5  1  6  8
D:sus4/3,6  2  7  9
Db:sus4/3,5  1  6  8
D#:sus4/3,7   3   8  10
E:sus4/3,8   4   9  11
Eb:sus4/3,7   3   8  10
E#:sus4/3,9   5  10   0
F:sus4/3,9   5  10   0
Fb:sus4/3,8   4   9  11
F#:sus4/3,10   6  11   1
G:sus4/3,11   7   0   2
Gb:sus4/3,10   6  11   1
G#:sus4/3,0  8  1  3
A:sus4/3,1  9  2  4
Ab:sus4/3,0  8  1  3
A#:sus4/3,2  10   3   5
B:sus4/3,3  11   4   6
Bb:sus4/3,2  10   3   5
B#:sus4/3,4  0  5  7
C:sus4/4,5  0  5  7
Cb:sus4/4,4  11   4   6
C#:sus4/4,6  1  6  8
D:sus4/4,7  2  7  9
Db:sus4/4,6  1  6  8
D#:sus4/4,8   3   8  10
E:sus4/4,9   4   9  11
Eb:sus4/4,8   3   8  10
E#:sus4/4,10   5  10   0
F:sus4/4,10   5  10   0
Fb:sus4/4,9   4   9  11
F#:sus4/4,11   6  11   1
G:sus4/4,0  7  0  2
Gb:sus4/4,11   6  11   1
G#:sus4/4,1  8  1  3
A:sus4/4,2  9  2  4
Ab:sus4/4,1  8  1  3
A#:sus4/4,3  10   3   5
B:sus4/4,4  11   4   6
Bb:sus4/4,3  10   3   5
B#:sus4/4,5  0  5  7
C:sus4/5,7  0  5  7
Cb:sus4/5,6  11   4   6
C#:sus4/5,8  1  6  8
D:sus4/5,9  2  7  9
Db:sus4/5,8  1  6  8
D#:sus4/5,10   3   8  10
E:sus4/5,11   4   9  11
Eb:sus4/5,10   3   8  10
E#:sus4/5,0   5  10   0
F:sus4/5,0   5  10   0
Fb:sus4/5,11   4   9  11
F#:sus4/5,1   6  11   1
G:sus4/5,2  7  0  2
Gb:sus4/5,1   6  11   1
G#:sus4/5,3  8  1  3
A:sus4/5,4  9  2  4
Ab:sus4/5,3  8  1  3
A#:sus4/5,5  10   3   5
B:sus4/5,6  11   4   6
Bb:sus4/5,5  10   3   5
B#:sus4/5,7  0  5  7
C:sus4/6,9  0  5  7
Cb:sus4/6,8  11   4   6
C#:sus4/6,10   1   6   8
D:sus4/6,11   2   7   9
Db:sus4/6,10   1   6   8
D#:sus4/6,0   3   8  10
E:sus4/6,1   4   9  11
Eb:sus4/6,0   3   8  10
E#:sus4/6,2   5  10   0
F:sus4/6,2   5  10   0
Fb:sus4/6,1   4   9  11
F#:sus4/6,3   6  11   1
G:sus4/6,4  7  0  2
Gb:sus4/6,3   6  11   1
G#:sus4/6,5  8  1  3
A:sus4/6,6  9  2  4
Ab:sus4/6,5  8  1  3
A#:sus4/6,7  10   3   5
B:sus4/6,8  11   4   6
Bb:sus4/6,7  10   3   5
B#:sus4/6,9  0  5  7
C:sus4/7,11   0   5   7
Cb:sus4/7,10  11   4   6
C#:sus4/7,0  1  6  8
D:sus4/7,1  2  7  9
Db:sus4/7,0  1  6  8
D#:sus4/7,2   3   8  10
E:sus4/7,3   4   9  11
Eb:sus4/7,2   3   8  10
E#:sus4/7,4   5  10   0
F:sus4/7,4   5  10   0
Fb:sus4/7,3   4   9  11
F#:sus4/7,5   6  11   1
G:sus4/7,6  7  0  2
Gb:sus4/7,5   6  11   1
G#:sus4/7,7  8  1  3
A:sus4/7,8  9  2  4
Ab:sus4/7,7  8  1  3
A#:sus4/7,9  10   3   5
B:sus4/7,10  11   4   6
Bb:sus4/7,9  10   3   5
B#:sus4/7,11   0   5   7
C:sus2,0  2  7
Cb:sus2,11   1   6
C#:sus2,1  3  8
D:sus2,2  4  9
Db:sus2,1  3  8
D#:sus2,3   5  10
E:sus2,4   6  11
Eb:sus2,3   5  10
E#:sus2,5  7  0
F:sus2,5  7  0
Fb:sus2,4   6  11
F#:sus2,6  8  1
G:sus2,7  9  2
Gb:sus2,6  8  1
G#:sus2,8  10   3
A:sus2,9  11   4
Ab:sus2,8  10   3
A#:sus2,10   0   5
B:sus2,11   1   6
Bb:sus2,10   0   5
B#:sus2,0  2  7
C:sus2/2,2  0  2  7
Cb:sus2/2,1  11   1   6
C#:sus2/2,3  1  3  8
D:sus2/2,4  2  4  9
Db:sus2/2,3  1  3  8
D#:sus2/2,5   3   5  10
E:sus2/2,6   4   6  11
Eb:sus2/2,5   3   5  10
E#:sus2/2,7  5  7  0
F:sus2/2,7  5  7  0
Fb:sus2/2,6   4   6  11
F#:sus2/2,8  6  8  1
G:sus2/2,9  7  9  2
Gb:sus2/2,8  6  8  1
G#:sus2/2,10   8  10   3
A:sus2/2,11   9  11   4
Ab:sus2/2,10   8  10   3
A#:sus2/2,0  10   0   5
B:sus2/2,1  11   1   6
Bb:sus2/2,0  10   0   5
B#:sus2/2,2  0  2  7
C:sus2/3,4  0  2  7
Cb:sus2/3,3  11   1   6
C#:sus2/3,5  1  3  8
D:sus2/3,6  2  4  9
Db:sus2/3,5  1  3  8
D#:sus2/3,7   3   5  10
E:sus2/3,8   4   6  11
Eb:sus2/3,7   3   5  10
E#:sus2/3,9  5  7  0
F:sus2/3,9  5  7  0
Fb:sus2/3,8   4   6  11
F#:sus2/3,10   6   8   1
G:sus2/3,11   7   9   2
Gb:sus2/3,10   6   8   1
